comparison,cell_index,cell_key,seed,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass,followup_full_gate_pass,gate_transition,baseline_check_base_accuracy,baseline_check_population_risk,baseline_check_value_flip_effect,baseline_check_donor_accuracy,baseline_check_natural_swap_mse,followup_check_base_accuracy,followup_check_population_risk,followup_check_value_flip_effect,followup_check_donor_accuracy,followup_check_natural_swap_mse,baseline_base_mse,followup_base_mse,delta_base_mse,baseline_donor_mse,followup_donor_mse,delta_donor_mse,baseline_swap_mse,followup_swap_mse,delta_swap_mse,baseline_walsh_distractor_direct,followup_walsh_distractor_direct,delta_walsh_distractor_direct,baseline_walsh_interaction,followup_walsh_interaction,delta_walsh_interaction,baseline_walsh_distractor_only_interaction,followup_walsh_distractor_only_interaction,delta_walsh_distractor_only_interaction,baseline_walsh_target_interaction,followup_walsh_target_interaction,delta_walsh_target_interaction,baseline_walsh_leakage,followup_walsh_leakage,delta_walsh_leakage,baseline_walsh_total_error,followup_walsh_total_error,delta_walsh_total_error
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.06639520078897476,0.032769713550806046,-0.033625487238168716,0.05089878290891647,0.02852228656411171,-0.022376496344804764,0.05562232807278633,0.023589221760630608,-0.032033106312155724,0.01200075913220644,0.01026918739080429,-0.0017315717414021492,0.013952905312180519,0.010105314664542675,-0.003847590647637844,0.0029270676895976067,0.0022198697552084923,-0.0007071979343891144,0.011025837622582912,0.007885444909334183,-0.0031403927132487297,0.02595366444438696,0.020374502055346966,-0.005579162389039993,0.039882075041532516,0.032502397894859314,-0.0073796771466732025
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,6,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.01858784630894661,0.022178154438734055,0.003590308129787445,0.002240970730781555,0.017955370247364044,0.01571439951658249,0.01596459560096264,0.02340414747595787,0.007439551874995232,0.005769726354628801,0.005913770291954279,0.0001440439373254776,0.006408775225281715,0.007149858400225639,0.000741083174943924,0.0012166434898972511,0.0015370259061455727,0.00032038241624832153,0.005192131735384464,0.005612832494080067,0.0004207007586956024,0.012178501579910517,0.013063628692179918,0.0008851271122694016,0.01840742863714695,0.019845647737383842,0.0014382191002368927
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,7,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.02830168418586254,0.022867102175951004,-0.005434582009911537,0.017515838146209717,0.022920891642570496,0.005405053496360779,0.013745598495006561,0.01665172167122364,0.002906123176217079,0.003929696977138519,0.005254327319562435,0.0013246303424239159,0.007117786444723606,0.009348287247121334,0.002230500802397728,0.0016880205366760492,0.0023278133012354374,0.0006397927645593882,0.0054297661408782005,0.007020474411547184,0.0015907082706689835,0.011047483421862125,0.01460261456668377,0.003555131144821644,0.01665383204817772,0.021131981164216995,0.004478149116039276
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,8,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.02830664813518524,0.04578661173582077,0.01747996360063553,0.047654882073402405,0.0463399738073349,-0.0013149082660675049,0.04400655999779701,0.03370571881532669,-0.010300841182470322,0.007687740959227085,0.0140933683142066,0.006405627354979515,0.007332946639508009,0.011849379166960716,0.004516432527452707,0.0017480216920375824,0.0026129530742764473,0.0008649313822388649,0.005584925413131714,0.009236426092684269,0.003651500679552555,0.015020687598735094,0.025942747481167316,0.010922059882432222,0.023369919508695602,0.04023674130439758,0.01686682179570198
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,9,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.02018352784216404,0.011303160339593887,-0.008880367502570152,0.0029917950741946697,0.013346079736948013,0.010354284662753344,0.01697648875415325,0.01250440813601017,-0.004472080618143082,0.008966866880655289,0.006134166847914457,-0.0028327000327408314,0.004705653991550207,0.003988051321357489,-0.0007176026701927185,0.00024968330399133265,0.00040637661004438996,0.0001566933060530573,0.004455970600247383,0.0035816743038594723,-0.0008742962963879108,0.013672520872205496,0.010122218169271946,-0.00355030270293355,0.02070864662528038,0.015661798417568207,-0.0050468482077121735
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00039973511593416333,0.0004627963644452393,6.306124851107597e-05,0.0005652580875903368,0.00046319462126120925,-0.00010206346632912755,0.0004710849607363343,0.0003555950243026018,-0.00011548993643373251,9.216152830049396e-05,9.646498074289411e-05,4.3034524424001575e-06,8.436836651526392e-05,9.657455666456372e-05,1.22061901492998e-05,6.519085218315013e-06,8.442557373200543e-06,1.9234721548855305e-06,7.78492831159383e-05,8.813200111035258e-05,1.028271799441427e-05,0.00017652989481575787,0.00019303953740745783,1.6509642591699958e-05,0.0004271051730029285,0.00046007774653844535,3.297257353551686e-05
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00023762979253660887,0.0002021120162680745,-3.551777626853436e-05,0.0002410710440017283,0.00021393891074694693,-2.7132133254781365e-05,0.0001698460546322167,0.0001455479796277359,-2.429807500448078e-05,3.029629988304805e-05,3.690204175654799e-05,6.605741873499937e-06,7.979651127243415e-05,7.665799057576805e-05,-3.1385206966660917e-06,1.1801477739936672e-05,1.1864365660585463e-05,6.28879206487909e-08,6.799503171350807e-05,6.479362491518259e-05,-3.201406798325479e-06,0.0001100928111554822,0.00011356003233231604,3.4672211768338457e-06,0.00020268975640647113,0.00020797198521904647,5.28222881257534e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,2,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0008864900446496904,0.001129238517023623,0.0002427484723739326,0.0009855011012405157,0.0008956356905400753,-8.986541070044041e-05,0.0010910212295129895,0.0010570455342531204,-3.39756952598691e-05,0.00017823479720391333,0.00019116832118015736,1.2933523976244032e-05,0.0002981674624606967,0.0003275318304076791,2.9364367946982384e-05,4.462051947484724e-05,5.361864168662578e-05,8.998122211778536e-06,0.0002535469247959554,0.00027391320327296853,2.036627847701311e-05,0.00047640225966461003,0.0005187001515878364,4.2297891923226416e-05,0.0009320063982158899,0.0009339665994048119,1.9602011889219284e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003517222357913852,0.0003726279246620834,2.0905688870698214e-05,0.00033534382237121463,0.000340877624694258,5.533802323043346e-06,0.00016504264203831553,0.00021907784685026854,5.403520481195301e-05,9.99509502435103e-05,9.8354576039128e-05,-1.5963742043823004e-06,8.517442620359361e-05,8.064479334279895e-05,-4.5296328607946634e-06,1.0290587852068711e-05,8.397569217777345e-06,-1.8930186342913657e-06,7.48838356230408e-05,7.224723231047392e-05,-2.6366033125668764e-06,0.00018512537644710392,0.00017899936938192695,-6.126007065176964e-06,0.000353928713593632,0.00035082350950688124,-3.1052040867507458e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00017642205057200044,0.00014864676631987095,-2.7775284252129495e-05,0.00015060306759551167,0.00015310994058381766,2.506872988305986e-06,0.00010500285134185106,9.603680518921465e-05,-8.966046152636409e-06,2.8893156923004426e-05,2.6856949261855334e-05,-2.036207661149092e-06,3.086662036366761e-05,3.477440623100847e-05,3.907785867340863e-06,3.562982328730868e-06,4.1316202441521455e-06,5.686379154212773e-07,2.7303634851705283e-05,3.064278280362487e-05,3.3391479519195855e-06,5.975977728667203e-05,6.16313554928638e-05,1.8715782061917707e-06,0.00015434630040545017,0.00015184099902398884,-2.5053013814613223e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,5,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00022533821174874902,0.0002024118002736941,-2.292641147505492e-05,0.00020962487906217575,0.00021349164308048785,3.866764018312097e-06,0.0001225841697305441,0.00015346240252256393,3.0878232792019844e-05,5.7493150961818174e-05,5.087823228677735e-05,-6.614918675040826e-06,5.9333287936169654e-05,5.14252606080845e-05,-7.908027328085154e-06,7.73254669184098e-06,5.874869202671107e-06,-1.8576774891698733e-06,5.1600742153823376e-05,4.555039049591869e-05,-6.0503516579046845e-06,0.00011682643889798783,0.00010230349289486185,-1.452294600312598e-05,0.00022884712961968035,0.00021171299158595502,-1.713413803372532e-05
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,6,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.000146570208016783,0.00015521682507824153,8.646617061458528e-06,0.0001217889875988476,0.0001488898415118456,2.710085391299799e-05,7.528933929279447e-05,8.875034109223634e-05,1.3461001799441874e-05,3.534092684276402e-05,3.512622424750589e-05,-2.1470259525813162e-07,4.590199387166649e-05,3.965992800658569e-05,-6.242065865080804e-06,6.283750735747162e-06,5.195014182390878e-06,-1.0887365533562843e-06,3.961824404541403e-05,3.446491245995276e-05,-5.153331585461274e-06,8.124292071443051e-05,7.478615225409158e-05,-6.456768460338935e-06,0.00014696898870170116,0.00014325141091831028,-3.7175777833908796e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,7,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0002531478530727327,0.0002794776810333133,2.6329827960580587e-05,0.0002572574303485453,0.00026605732273310423,8.799892384558916e-06,0.0001784103806130588,0.00016028268146328628,-1.8127699149772525e-05,4.892511060461402e-05,4.746876948047429e-05,-1.4563411241397262e-06,8.704910578671843e-05,8.039006206672639e-05,-6.659043719992042e-06,1.529045039205812e-05,1.3867323104932439e-05,-1.4231272871256806e-06,7.175865903263912e-05,6.652273441432044e-05,-5.235924618318677e-06,0.00013597421639133245,0.00012785883154720068,-8.115384844131768e-06,0.0002865310525521636,0.0002789855352602899,-7.5455172918736935e-06
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,8,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0001073407765943557,0.00012633709411602467,1.899631752166897e-05,0.00012634368613362312,0.00012158123718108982,-4.762448952533305e-06,0.00011010176240233704,9.55317955231294e-05,-1.4569966879207641e-05,3.0816074286121875e-05,3.279602969996631e-05,1.9799554138444364e-06,3.7072342820465565e-05,3.248969733249396e-05,-4.582645487971604e-06,5.226724624662893e-06,3.9168708099168725e-06,-1.3098538147460204e-06,3.184562228852883e-05,2.857282743207179e-05,-3.2727948564570397e-06,6.788841710658744e-05,6.528572703246027e-05,-2.6026900741271675e-06,0.00013792527897749096,0.00012513919500634074,-1.278608397115022e-05
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,9,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003720990498550236,0.0003369281184859574,-3.517093136906624e-05,0.00045847828732803464,0.0003610429703257978,-9.743531700223684e-05,0.00024374261556658894,0.00027855084044858813,3.4808224881999195e-05,9.495277481619269e-05,9.254744509235024e-05,-2.405329723842442e-06,0.00014151311188470572,0.0001244502782355994,-1.7062833649106324e-05,2.974090057250578e-05,2.6194349629804492e-05,-3.5465509427012876e-06,0.00011177220585523173,9.82559286057949e-05,-1.3516277249436826e-05,0.0002364658867008984,0.00021699772332794964,-1.9468163372948766e-05,0.00039843330159783363,0.00035349142854101956,-4.4941873056814075e-05
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0005776030011475086,0.0005993566010147333,2.1753599867224693e-05,0.0005403634859248996,0.000614362652413547,7.399916648864746e-05,0.0004786009667441249,0.0005127057665959001,3.410479985177517e-05,0.00019392599642742425,0.00019305117893964052,-8.7481748778373e-07,0.00024314741312991828,0.00023407238768413663,-9.075025445781648e-06,5.8805642765946686e-05,5.855976269231178e-05,-2.458800736349076e-07,0.0001843417703639716,0.00017551262862980366,-8.829141734167933e-06,0.00043707340955734253,0.00042712356662377715,-9.949842933565378e-06,0.0006532836123369634,0.0006272587925195694,-2.6024819817394018e-05
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0005029937019571662,0.000529757235199213,2.6763533242046833e-05,0.0004518570494838059,0.0005221934407018125,7.033639121800661e-05,0.00034391559893265367,0.00046504143392667174,0.00012112583499401808,0.00014085977454669774,0.00014279293827712536,1.933163730427623e-06,0.00019697524840012193,0.00021462960285134614,1.7654354451224208e-05,5.735376907978207e-05,5.832226452184841e-05,9.684954420663416e-07,0.00013962146476842463,0.0001563073310535401,1.668586628511548e-05,0.00033783502294681966,0.0003574225411284715,1.958751818165183e-05,0.00048464356223121285,0.000510995858348906,2.6352296117693186e-05
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,2,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0011405529221519828,0.0010422207415103912,-9.833218064159155e-05,0.0012631864519789815,0.0010775555856525898,-0.0001856308663263917,0.0009327074512839317,0.000985829858109355,5.312240682542324e-05,0.0002700662880670279,0.00025640110834501684,-1.366517972201109e-05,0.0004171875771135092,0.00039654801366850734,-2.063956344500184e-05,8.067327144090086e-05,7.83717114245519e-05,-2.301560016348958e-06,0.00033651432022452354,0.0003181762876920402,-1.833803253248334e-05,0.0006872538651805371,0.0006529491220135242,-3.430474316701293e-05,0.0010691166389733553,0.0010292448569089174,-3.9871782064437866e-05
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0008202867466025054,0.0010190955363214016,0.00019880878971889615,0.0008943717693910003,0.001120363944210112,0.00022599217481911182,0.000989738735370338,0.00094768893904984,-4.204979632049799e-05,0.0002347247354919091,0.0002505169250071049,1.5792189515195787e-05,0.00041887443512678146,0.0004186638107057661,-2.106244210153818e-07,0.00010092109005199745,9.916302951751277e-05,-1.7580605344846845e-06,0.0003179533523507416,0.0003195007739122957,1.5474215615540743e-06,0.0006535991706186906,0.000669180735712871,1.5581565094180405e-05,0.0009933679830282927,0.0009886061307042837,-4.761852324008942e-06
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00019251529010944068,0.00019642697589006275,3.911685780622065e-06,0.0001951710437424481,0.00023273368424270302,3.756264050025493e-05,0.0001562519755680114,0.00021629928960464895,6.0047314036637545e-05,4.0374419768340886e-05,4.2951025534421206e-05,2.57660576608032e-06,5.29865465068724e-05,5.670058817486279e-05,3.7140416679903865e-06,6.35076139587909e-06,7.955701221362688e-06,1.6049398254835978e-06,4.663578511099331e-05,4.87448887724895e-05,2.1091036614961922e-06,9.336096627521329e-05,9.965161370928399e-05,6.290647434070706e-06,0.00020811115973629057,0.00020016658527310938,-7.944574463181198e-06
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,5,800,800,0.003,0.003,True,False,pass_to_fail,True,True,True,True,True,True,True,True,True,False,0.001485328422859311,0.0040032994002103806,0.0025179709773510695,0.0006407434120774269,0.0023285497445613146,0.0016878063324838877,0.0014653326943516731,0.0038538093212991953,0.002388476626947522,0.0004440086195245385,0.0008499290561303496,0.0004059204366058111,0.0011216847924515605,0.0018240194767713547,0.0007023346843197942,0.0003250742447562516,0.0004950293805450201,0.00016995513578876853,0.0007966106059029698,0.0013289900962263346,0.0005323794903233647,0.001565693411976099,0.0026739485329017043,0.0011082551209256053,0.0021800361573696136,0.0037560269702225924,0.0015759908128529787
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,6,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003206242108717561,0.0003071239043492824,-1.3500306522473693e-05,0.0003140084445476532,0.0003289468586444855,1.4938414096832275e-05,0.0002242391783511266,0.0002237489097751677,-4.902685759589076e-07,8.048132440308109e-05,7.741832814645022e-05,-3.0629962566308677e-06,0.00015434029046446085,0.00015743859694339335,3.0983064789325e-06,4.229643673170358e-05,3.9557569834869355e-05,-2.7388668968342245e-06,0.00011204384645679966,0.000117881027108524,5.8371806517243385e-06,0.00023482161486754194,0.00023485692508984357,3.5310222301632166e-08,0.0003227669221814722,0.0003213744203094393,-1.3925018720328808e-06
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,7,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003451527445577085,0.00042057468090206385,7.542193634435534e-05,0.0003485178458504379,0.00042200268944725394,7.348484359681606e-05,0.0003028820501640439,0.00034668645821511745,4.380440805107355e-05,8.879750384949148e-05,9.19810845516622e-05,3.1835807021707296e-06,0.0001754170225467533,0.0001915783795993775,1.6161357052624226e-05,4.887440081802197e-05,5.564521416090429e-05,6.77081334288232e-06,0.0001265426108147949,0.00013593319454230368,9.390583727508783e-06,0.00026421452639624476,0.0002835594641510397,1.9344937754794955e-05,0.00038331266841851175,0.00040327556780539453,1.9962899386882782e-05
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,8,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00019155845802742988,0.00018044491298496723,-1.1113545042462647e-05,0.0001749507791828364,0.00016636794316582382,-8.582836017012596e-06,0.0001427058596163988,0.0001543764374218881,1.1670577805489302e-05,4.76782261102926e-05,4.537763015832752e-05,-2.3005959519650787e-06,6.981039769016206e-05,7.483745866920799e-05,5.0270609790459275e-06,1.5519586668233387e-05,1.5215375242405571e-05,-3.0421142582781613e-07,5.429082011687569e-05,5.9622081607813016e-05,5.331261490937322e-06,0.00011748862380045466,0.00012021508882753551,2.726465027080849e-06,0.0001719525025691837,0.0001752551761455834,3.302673576399684e-06
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,9,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00023366240202449262,0.00023794654407538474,4.284142050892115e-06,0.0002533871156629175,0.0002425194688839838,-1.0867646778933704e-05,0.00021700895740650594,0.00018904752505477518,-2.7961432351730764e-05,5.384181713452563e-05,5.399280780693516e-05,1.5099067240953445e-07,8.481804979965091e-05,8.818073547445238e-05,3.362685674801469e-06,1.4298006135504693e-05,1.3899028090236243e-05,-3.9897804526844993e-07,7.05200363881886e-05,7.428170647472143e-05,3.761670086532831e-06,0.00013865986693417653,0.00014217354328138754,3.5136763472110033e-06,0.00025034413556568325,0.0002530170895624906,2.672953996807337e-06
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00029942806577309966,0.0002625135821290314,-3.691448364406824e-05,0.00022151239681988955,0.00028774311067536473,6.623071385547519e-05,0.00010137080971617252,0.00013344598119147122,3.20751714752987e-05,0.0001334621338173747,0.00010022163041867316,-3.324050339870155e-05,0.0002235604915767908,0.00022155663464218378,-2.003856934607029e-06,4.860075205215253e-05,5.805044565931894e-05,9.44969360716641e-06,0.00017495971405878663,0.00016350617806892842,-1.145353598985821e-05,0.0003570226253941655,0.00032177826506085694,-3.524436033330858e-05,0.0006284218979999423,0.000567156879696995,-6.126501830294728e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003617991751525551,0.0003691412275657058,7.342052413150668e-06,0.00043616886250674725,0.00036823624395765364,-6.79326185490936e-05,0.0001019825431285426,7.278643897734582e-05,-2.9196104151196778e-05,0.0001033998851198703,8.263345807790756e-05,-2.0766427041962743e-05,0.00014107099559623748,0.00011971925414400175,-2.135174145223573e-05,3.571500928956084e-05,3.0340646844706498e-05,-5.3743624448543414e-06,0.00010535598266869783,8.937860548030585e-05,-1.5977377188391984e-05,0.0002444708807161078,0.00020235271222190931,-4.211816849419847e-05,0.0006428473861888051,0.0005587481427937746,-8.40992433950305e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,2,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.009553583338856697,0.0071796635165810585,-0.0023739198222756386,0.00907911267131567,0.00654999166727066,-0.0025291210040450096,0.010057998821139336,0.0049912575632333755,-0.00506674125790596,0.000990779371932149,0.001352951512672007,0.00036217214073985815,0.0012700144434347749,0.0023260340094566345,0.0010560195660218596,0.00019274873193353415,0.0005035012727603316,0.0003107525408267975,0.0010772657115012407,0.001822532620280981,0.0007452669087797403,0.002260793815366924,0.0036789855221286416,0.0014181917067617178,0.0050667161121964455,0.007014407776296139,0.0019476916640996933
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00028811959782615304,0.00029159383848309517,3.474240656942129e-06,0.0003835947427432984,0.00026684984914027154,-0.00011674489360302687,0.0001272600784432143,0.00012905152107123286,1.791442628018558e-06,4.169085150351748e-05,4.584442649502307e-05,4.153574991505593e-06,2.024760760832578e-05,3.3275420719292015e-05,1.3027813110966235e-05,1.2076600341970334e-06,3.7142899600439705e-06,2.506629925846937e-06,1.903994780150242e-05,2.9561131668742746e-05,1.0521183867240325e-05,6.193845911184326e-05,7.911984721431509e-05,1.718138810247183e-05,0.00023388979025185108,0.0002840695669874549,5.017977673560381e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.000719361356459558,0.0016130439471453428,0.0008936825906857848,0.000851991237141192,0.0025524580851197243,0.0017004668479785323,0.0002393227186985314,0.0013231080956757069,0.0010837853769771755,0.000236179941566661,0.0002403391117695719,4.1591702029109e-06,0.0002485612640157342,0.00024791035684756935,-6.509071681648493e-07,4.151625762460753e-05,4.081090082763694e-05,-7.05356796970591e-07,0.00020704501366708428,0.00020709948148578405,5.4467818699777126e-08,0.0004847412055823952,0.00048824946861714125,3.508263034746051e-06,0.0010571060702204704,0.0011158970883116126,5.879101809114218e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,5,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0010841090697795153,0.0004462436481844634,-0.0006378654215950519,0.0003549621906131506,0.0004550553858280182,0.00010009319521486759,0.0006434184033423662,0.00017189096251968294,-0.0004715274408226833,0.0006868077907711267,0.0003266886924393475,-0.00036011909833177924,0.0011094239307567477,0.0004749743966385722,-0.0006344495341181755,0.00027219715411774814,0.00010346125782234594,-0.0001687358962954022,0.0008372266311198473,0.0003715131897479296,-0.0004657134413719177,0.0017962317215278745,0.0008016630890779197,-0.0009945686324499547,0.002777363872155547,0.0013217104133218527,-0.0014556534588336945
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,6,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0001200782207888551,0.00011827293201349676,-1.805288775358349e-06,0.00011974676453974098,0.0001303715689573437,1.0624804417602718e-05,4.9095113354269415e-05,5.588380008703098e-05,6.788686732761562e-06,3.53049545083195e-05,2.4993994884425774e-05,-1.0310959623893723e-05,3.1285173463402316e-05,2.5428425942664035e-05,-5.856747520738281e-06,4.387921308079967e-06,2.524741603338043e-06,-1.863179704741924e-06,2.6897254429059103e-05,2.290368684043642e-05,-3.993567588622682e-06,6.659012797172181e-05,5.042242082708981e-05,-1.6167707144632004e-05,0.0001569318410474807,0.00013041176134720445,-2.6520079700276256e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,7,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00037393320235423744,0.0003555326256901026,-1.840057666413486e-05,0.00034393894020467997,0.00034175754990428686,-2.1813903003931046e-06,0.0001159541352535598,0.00013539088831748813,1.9436753063928336e-05,4.070560680702329e-05,4.810386963072233e-05,7.398262823699042e-06,5.243562554824166e-05,6.689502333756536e-05,1.4459397789323702e-05,4.267462827556301e-06,7.248223028000211e-06,2.9807602004439104e-06,4.816816363018006e-05,5.96467980358284e-05,1.1478634405648336e-05,9.314123235526495e-05,0.00011499889296828769,2.1857660613022745e-05,0.0003335726505611092,0.00034424162004143,1.0668969480320811e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,8,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00020854995818808675,0.0007304932805709541,0.0005219433223828673,0.0003818474360741675,0.0002997518749907613,-8.209556108340621e-05,0.00010757581912912428,0.00042375456541776657,0.0003161787462886423,5.798463098471984e-05,4.31881780968979e-05,-1.4796452887821943e-05,8.671435352880508e-05,7.495805766666308e-05,-1.1756295862141997e-05,1.7806009054766037e-05,1.6024978322093375e-05,-1.7810307326726615e-06,6.890833901707083e-05,5.8933084801537916e-05,-9.975254215532914e-06,0.00014469898451352492,0.00011814623576356098,-2.655274874996394e-05,0.0002678414457477629,0.00023681283346377313,-3.102861228398979e-05
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,9,800,800,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.0010584346018731594,0.001442748587578535,0.00038431398570537567,0.015561810694634914,0.0008280642796307802,-0.014733746415004134,0.013987015001475811,0.0009992343839257956,-0.012987780617550015,0.0002970938221551478,0.00015820110274944454,-0.00013889271940570325,0.00047332694521173835,0.0002455267822369933,-0.00022780016297474504,8.131196955218911e-05,4.710606299340725e-05,-3.420590655878186e-05,0.0003920149174518883,0.0001984207337955013,-0.00019359418365638703,0.0007704207673668861,0.00040372788498643786,-0.0003666928823804483,0.0014523195568472147,0.0010087331756949425,-0.0004435863811522722
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,0,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.023404981940984726,0.009960773400962353,-0.013444208540022373,0.01718556322157383,0.009965350851416588,-0.007220212370157242,0.012609321624040604,0.005853216163814068,-0.006756105460226536,0.003204630222171545,0.002434885362163186,-0.000769744860008359,0.0030967900529503822,0.0033810948953032494,0.0002843048423528671,0.0005823298706673086,0.0007978191715665162,0.0002154893008992076,0.0025144603569060564,0.0025832755491137505,6.881519220769405e-05,0.006301420275121927,0.005815980257466435,-0.00048544001765549183,0.008728181011974812,0.008340776897966862,-0.00038740411400794983
